Tip deponije,Godina,naziv,PIB,Matični broj,Opština,Mesto,Šifra mesta,Poštanski broj,Ulica i broj,Telefon,Telefaks,Email,Šifra pretežne delatnosti,Opština2,Naselje,latitude,longitude,prosecna ukupna kolicina otpada,Procenjena površina smetlišta (m2),Koliko je puta čišćen prostor divlje deponije u toku izveštajne godine?,Da li se na istom mestu ponavlja divlje odlaganje otpada?
Divlje deponije,2018,JKP STANDARD ŠID,101546583,08736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@open.telekom.rs,3811,Šid,"Adaševci, Šid, 804916",45.061248,19.254486,550,10000,1,Da
Divlje deponije,2018,JKP STANDARD ŠID,101546583,08736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@open.telekom.rs,3811,Šid,"Batrovci, Šid, 804924",45.052506,19.120835,50,2500,0,Da
Divlje deponije,2018,JKP STANDARD ŠID,101546583,08736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@open.telekom.rs,3811,Šid,"Bačinci, Šid, 804932",45.075165,19.295377,700,20000,1,Da
Divlje deponije,2018,JKP STANDARD ŠID,101546583,08736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@open.telekom.rs,3811,Šid,"Berkasovo, Šid, 804959",45.152558,19.277552,150,10000,0,Da
Divlje deponije,2018,JKP STANDARD ŠID,101546583,08736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@open.telekom.rs,3811,Šid,"Bingula, Šid, 804975",45.108379,19.452811,300,3000,1,Da
Divlje deponije,2018,JKP STANDARD ŠID,101546583,08736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@open.telekom.rs,3811,Šid,"Erdevik, Šid, 805017",45.118862,19.399215,1000,10000,2,Da
Divlje deponije,2018,JKP STANDARD ŠID,101546583,08736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@open.telekom.rs,3811,Šid,"Erdevik, Šid, 805017",45.108379,19.394869,3000,20000,2,Da
Divlje deponije,2018,JKP STANDARD ŠID,101546583,08736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@open.telekom.rs,3811,Šid,"Gibarac, Šid, 805009",45.110336,19.279196,5000,25000,1,Da
Divlje deponije,2018,JKP STANDARD ŠID,101546583,08736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@open.telekom.rs,3811,Šid,"Ilinci, Šid, 805025",45.106135,19.147507,150,10000,2,Da
Divlje deponije,2018,JKP STANDARD ŠID,101546583,08736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@open.telekom.rs,3811,Šid,"Jamena, Šid, 805033",44.873205,19.067782,50,3000,0,Da
Divlje deponije,2018,JKP STANDARD ŠID,101546583,08736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@open.telekom.rs,3811,Šid,"Kukujevci, Šid, 805041",45.078415,19.342517,1500,200000,0,Da
Divlje deponije,2018,JKP STANDARD ŠID,101546583,08736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@open.telekom.rs,3811,Šid,"LJuba, Šid, 805050",45.159137,19.392888,90,3000,0,Da
Divlje deponije,2018,JKP STANDARD ŠID,101546583,08736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@open.telekom.rs,3811,Šid,"Morović, Šid, 805076",45.024002,19.175099,250,10000,0,Da
Divlje deponije,2018,JKP STANDARD ŠID,101546583,08736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@open.telekom.rs,3811,Šid,"Sot, Šid, 805092",45.156536,19.332832,150,5000,0,Da
Divlje deponije,2018,JKP STANDARD ŠID,101546583,08736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@open.telekom.rs,3811,Šid,"Vašica, Šid, 804983",45.093344,19.175208,50,3000,0,Da
Divlje deponije,2018,JKP STANDARD ŠID,101546583,08736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@open.telekom.rs,3811,Šid,"Višnjićevo, Šid, 804991",44.967893,19.300051,100,10000,0,Da
Divlje deponije,2018,Opstina Zitiste,102159550,08030715,Žitište,"Žitište, Žitište, 801399",801399,23210,Cara Dusana 15,062232839,023821008,opstina.zitiste@gmail.com,8411,Žitište,"Banatski Dvor, Žitište, 801348",45.5207332,20.496041,54,21456,1,Da
Divlje deponije,2018,Opstina Zitiste,102159550,08030715,Žitište,"Žitište, Žitište, 801399",801399,23210,Cara Dusana 15,062232839,023821008,opstina.zitiste@gmail.com,8411,Žitište,"Banatski Dvor, Žitište, 801348",45.5654722,20.4675833,15,32548,2,Da
Divlje deponije,2018,Opstina Zitiste,102159550,08030715,Žitište,"Žitište, Žitište, 801399",801399,23210,Cara Dusana 15,062232839,023821008,opstina.zitiste@gmail.com,8411,Žitište,"Banatsko Karađorđevo, Žitište, 801364",45.6002302,20.5550922,6,5000,0,Da
Divlje deponije,2018,Opstina Zitiste,102159550,08030715,Žitište,"Žitište, Žitište, 801399",801399,23210,Cara Dusana 15,062232839,023821008,opstina.zitiste@gmail.com,8411,Žitište,"Banatsko Karađorđevo, Žitište, 801364",45.5971758,20.5668734,30,3256,1,Da
Divlje deponije,2018,Opstina Zitiste,102159550,08030715,Žitište,"Žitište, Žitište, 801399",801399,23210,Cara Dusana 15,062232839,023821008,opstina.zitiste@gmail.com,8411,Žitište,"Međa, Žitište, 801402",45.547193,20.8116225,50,45692,1,Da
Divlje deponije,2018,Opstina Zitiste,102159550,08030715,Žitište,"Žitište, Žitište, 801399",801399,23210,Cara Dusana 15,062232839,023821008,opstina.zitiste@gmail.com,8411,Žitište,"Novi Itebej, Žitište, 801429",45.5641671,20.6845902,30,40259,1,Da
Divlje deponije,2018,Opstina Zitiste,102159550,08030715,Žitište,"Žitište, Žitište, 801399",801399,23210,Cara Dusana 15,062232839,023821008,opstina.zitiste@gmail.com,8411,Žitište,"Ravni Topolovac, Žitište, 801437",45.4654032,20.5828754,30,12596,1,Da
Divlje deponije,2018,Opstina Zitiste,102159550,08030715,Žitište,"Žitište, Žitište, 801399",801399,23210,Cara Dusana 15,062232839,023821008,opstina.zitiste@gmail.com,8411,Žitište,"Srpski Itebej, Žitište, 801445",45.5728197,20.7481305,60,42560,1,Da
Divlje deponije,2018,Opstina Zitiste,102159550,08030715,Žitište,"Žitište, Žitište, 801399",801399,23210,Cara Dusana 15,062232839,023821008,opstina.zitiste@gmail.com,8411,Žitište,"Žitište, Žitište, 801399",45.5695357,20.5459332,20,10235,1,Da
Divlje deponije,2018,Opstina Zitiste,102159550,08030715,Žitište,"Žitište, Žitište, 801399",801399,23210,Cara Dusana 15,062232839,023821008,opstina.zitiste@gmail.com,8411,Žitište,"Žitište, Žitište, 801399",45.4771268,20.5406647,500,56937,5,Da
Divlje deponije,2018,Opstina Zitiste,102159550,08030715,Žitište,"Žitište, Žitište, 801399",801399,23210,Cara Dusana 15,062232839,023821008,opstina.zitiste@gmail.com,8411,Žitište,"Žitište, Žitište, 801399",45.483175,20.5374997,30,12569,0,Da
Divlje deponije,2018,OPŠTINA RAŠKA,101609280,07175485,Raška,"Raška, Raška, 737445",737445,36350,IBARSKA 2 2,062450628,,info@raska.gov.rs,8411,Raška,"Beoci, Raška, 736929",43.331942,20.636122,6,350,1,Da
Divlje deponije,2018,OPŠTINA RAŠKA,101609280,07175485,Raška,"Raška, Raška, 737445",737445,36350,IBARSKA 2 2,062450628,,info@raska.gov.rs,8411,Raška,"Gnjilica, Raška, 737046",43.25568,20.644978,3,350,1,Da
Divlje deponije,2018,OPŠTINA RAŠKA,101609280,07175485,Raška,"Raška, Raška, 737445",737445,36350,IBARSKA 2 2,062450628,,info@raska.gov.rs,8411,Raška,"Gnjilica, Raška, 737046",43.266409,20.638867,5,200,1,Da
Divlje deponije,2018,OPŠTINA RAŠKA,101609280,07175485,Raška,"Raška, Raška, 737445",737445,36350,IBARSKA 2 2,062450628,,info@raska.gov.rs,8411,Raška,"Korlaće, Raška, 737186",43.367426,20.644701,5,600,2,Da
Divlje deponije,2018,OPŠTINA RAŠKA,101609280,07175485,Raška,"Raška, Raška, 737445",737445,36350,IBARSKA 2 2,062450628,,info@raska.gov.rs,8411,Raška,"Kućane, Raška, 737232",43.261508,20.596382,2,520,0,Da
Divlje deponije,2018,OPŠTINA RAŠKA,101609280,07175485,Raška,"Raška, Raška, 737445",737445,36350,IBARSKA 2 2,062450628,,info@raska.gov.rs,8411,Raška,"Panojeviće, Raška, 737330",43.238467,20.585071,3,650,0,Da
Divlje deponije,2018,OPŠTINA RAŠKA,101609280,07175485,Raška,"Raška, Raška, 737445",737445,36350,IBARSKA 2 2,062450628,,info@raska.gov.rs,8411,Raška,"Raška, Raška, 737445",43.279271,20.611869,2,750,0,Da
Divlje deponije,2018,OPŠTINA RAŠKA,101609280,07175485,Raška,"Raška, Raška, 737445",737445,36350,IBARSKA 2 2,062450628,,info@raska.gov.rs,8411,Raška,"Raška, Raška, 737445",43.287703,20.620599,1,350,0,Da
Divlje deponije,2018,OPŠTINA RAŠKA,101609280,07175485,Raška,"Raška, Raška, 737445",737445,36350,IBARSKA 2 2,062450628,,info@raska.gov.rs,8411,Raška,"Raška, Raška, 737445",43.304457,20.621223,2,650,2,Da
Divlje deponije,2018,OPŠTINA RAŠKA,101609280,07175485,Raška,"Raška, Raška, 737445",737445,36350,IBARSKA 2 2,062450628,,info@raska.gov.rs,8411,Raška,"Raška, Raška, 737445",43.280757,20.617061,3,450,3,Da
Divlje deponije,2018,OPŠTINA RAŠKA,101609280,07175485,Raška,"Raška, Raška, 737445",737445,36350,IBARSKA 2 2,062450628,,info@raska.gov.rs,8411,Raška,"Raška, Raška, 737445",43.27415,20.605986,3,500,2,Da
Divlje deponije,2018,OPŠTINA RAŠKA,101609280,07175485,Raška,"Raška, Raška, 737445",737445,36350,IBARSKA 2 2,062450628,,info@raska.gov.rs,8411,Raška,"Raška, Raška, 737445",43.281548,20.631147,2,750,3,Da
Divlje deponije,2018,OPŠTINA IVANJICA,101886934,07221142,Ivanjica,"Ivanjica, Ivanjica, 716154",716154,32250,VEMIJAMINA MARINKOVIĆA 1 1,0648899461,,RILD45@HOTMAIL.COM,8411,Ivanjica,"Bukovica, Ivanjica, 746720",43.61441,20.18233,22.5,30,0,Ne
Divlje deponije,2018,OPŠTINA IVANJICA,101886934,07221142,Ivanjica,"Ivanjica, Ivanjica, 716154",716154,32250,VEMIJAMINA MARINKOVIĆA 1 1,0648899461,,RILD45@HOTMAIL.COM,8411,Ivanjica,"Dubrava, Ivanjica, 716138",43.60542,20.11544,7.155,9,0,Ne
Divlje deponije,2018,OPŠTINA IVANJICA,101886934,07221142,Ivanjica,"Ivanjica, Ivanjica, 716154",716154,32250,VEMIJAMINA MARINKOVIĆA 1 1,0648899461,,RILD45@HOTMAIL.COM,8411,Ivanjica,"Lisa, Ivanjica, 716278",43.641,20.23905,7.155,9,0,Ne
Divlje deponije,2018,OPŠTINA IVANJICA,101886934,07221142,Ivanjica,"Ivanjica, Ivanjica, 716154",716154,32250,VEMIJAMINA MARINKOVIĆA 1 1,0648899461,,RILD45@HOTMAIL.COM,8411,Ivanjica,"Mana, Ivanjica, 716294",43.52952,20.23025,7.155,9,0,Ne
Divlje deponije,2018,OPŠTINA IVANJICA,101886934,07221142,Ivanjica,"Ivanjica, Ivanjica, 716154",716154,32250,VEMIJAMINA MARINKOVIĆA 1 1,0648899461,,RILD45@HOTMAIL.COM,8411,Ivanjica,"Prilike, Ivanjica, 716383",43.61599,20.11811,3,4,0,Ne
Divlje deponije,2018,OPŠTINA IVANJICA,101886934,07221142,Ivanjica,"Ivanjica, Ivanjica, 716154",716154,32250,VEMIJAMINA MARINKOVIĆA 1 1,0648899461,,RILD45@HOTMAIL.COM,8411,Ivanjica,"Prilike, Ivanjica, 716383",43.61795,20.13633,10.5,14,0,Ne
Divlje deponije,2018,OPŠTINA IVANJICA,101886934,07221142,Ivanjica,"Ivanjica, Ivanjica, 716154",716154,32250,VEMIJAMINA MARINKOVIĆA 1 1,0648899461,,RILD45@HOTMAIL.COM,8411,Ivanjica,"Prilike, Ivanjica, 716383",43.62856,20.15017,18.75,25,0,Ne
Divlje deponije,2018,OPŠTINA IVANJICA,101886934,07221142,Ivanjica,"Ivanjica, Ivanjica, 716154",716154,32250,VEMIJAMINA MARINKOVIĆA 1 1,0648899461,,RILD45@HOTMAIL.COM,8411,Ivanjica,"Prilike, Ivanjica, 716383",43.63193,20.13388,18,24,0,Ne
Divlje deponije,2018,OPŠTINA IVANJICA,101886934,07221142,Ivanjica,"Ivanjica, Ivanjica, 716154",716154,32250,VEMIJAMINA MARINKOVIĆA 1 1,0648899461,,RILD45@HOTMAIL.COM,8411,Ivanjica,"Radaljevo, Ivanjica, 716405",43.66039,20.12123,7.155,9,0,Ne
Divlje deponije,2018,OPŠTINA IVANJICA,101886934,07221142,Ivanjica,"Ivanjica, Ivanjica, 716154",716154,32250,VEMIJAMINA MARINKOVIĆA 1 1,0648899461,,RILD45@HOTMAIL.COM,8411,Ivanjica,"Radaljevo, Ivanjica, 716405",43.6587,20.13087,9,12,0,Ne
Divlje deponije,2018,OPŠTINA IVANJICA,101886934,07221142,Ivanjica,"Ivanjica, Ivanjica, 716154",716154,32250,VEMIJAMINA MARINKOVIĆA 1 1,0648899461,,RILD45@HOTMAIL.COM,8411,Ivanjica,"Radaljevo, Ivanjica, 716405",43.65598,20.12618,21,28,0,Ne
Divlje deponije,2018,OPŠTINA IVANJICA,101886934,07221142,Ivanjica,"Ivanjica, Ivanjica, 716154",716154,32250,VEMIJAMINA MARINKOVIĆA 1 1,0648899461,,RILD45@HOTMAIL.COM,8411,Ivanjica,"Sveštica, Ivanjica, 716430",43.56898,20.25417,15,20,0,Ne
Divlje deponije,2018,OPŠTINA IVANJICA,101886934,07221142,Ivanjica,"Ivanjica, Ivanjica, 716154",716154,32250,VEMIJAMINA MARINKOVIĆA 1 1,0648899461,,RILD45@HOTMAIL.COM,8411,Ivanjica,"Sveštica, Ivanjica, 716430",43.57524,20.24181,9,12,0,Ne
Divlje deponije,2018,SKUPŠTINA OPŠTINE MEDVEĐA,102842930,07178476,Medveđa,"Medevce, Medveđa, 727547",727547,16240,jablanačka 48,0648654141,,nacelnik.ov@medvedja.org.rs,8411,Medveđa,"Donji Bučumet, Medveđa, 727415",42.889213,21.623905,1.5,150,1,Da
Divlje deponije,2018,SKUPŠTINA OPŠTINE MEDVEĐA,102842930,07178476,Medveđa,"Medevce, Medveđa, 727547",727547,16240,jablanačka 48,0648654141,,nacelnik.ov@medvedja.org.rs,8411,Medveđa,"Medveđa, Medveđa, 727539",42.850062,21.588366,0.5,150,0,Da
Divlje deponije,2018,SKUPŠTINA OPŠTINE MEDVEĐA,102842930,07178476,Medveđa,"Medevce, Medveđa, 727547",727547,16240,jablanačka 48,0648654141,,nacelnik.ov@medvedja.org.rs,8411,Medveđa,"Medveđa, Medveđa, 727539",42.845917,21.591086,1,250,0,Da
Divlje deponije,2018,SKUPŠTINA OPŠTINE MEDVEĐA,102842930,07178476,Medveđa,"Medevce, Medveđa, 727547",727547,16240,jablanačka 48,0648654141,,nacelnik.ov@medvedja.org.rs,8411,Medveđa,"Srednji Bučumet, Medveđa, 727687",42.918189,21.58195,2,150,0,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Baljevac, Beograd-Obrenovac, 704555",44.3411,20.1527,40,500,2,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Barič, Beograd-Obrenovac, 704563",44.3942,20.1659,10,250,4,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Barič, Beograd-Obrenovac, 704563",44.3916,20.1531,25,500,3,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Draževac, Beograd-Obrenovac, 704636",44.343,20.1349,10,50,1,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Dren, Beograd-Obrenovac, 704644",44.3625,20.04134,26,120,4,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Grabovac, Beograd-Obrenovac, 704628",44.36296,20.4298,2,250,1,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Jasenak, Beograd-Obrenovac, 704687",44.373863,20.145758,8,50,2,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Konatice, Beograd-Obrenovac, 704695",44.322917,20.15851,60,500,4,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Krtinska, Beograd-Obrenovac, 704709",44.4112,20.739,10,100,3,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Krtinska, Beograd-Obrenovac, 704709",44.411225,20.73991,10,100,3,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"LJubinić, Beograd-Obrenovac, 704717",44.324122,20.32043,3,400,1,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Mislođin, Beograd-Obrenovac, 704733",44.363948,20.13389,130,50,2,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Orašac, Beograd-Obrenovac, 704750",44.3354,20.32406,650,90,4,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Piroman, Beograd-Obrenovac, 704768",44.32176,20.93835,585,75,2,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Poljane, Beograd-Obrenovac, 704776",44.3129,20.135,1170,100,2,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Ratari, Beograd-Obrenovac, 704784",44.3952,20.63825,5,50,2,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Skela, Beograd-Obrenovac, 704806",44.3948,20.21844,910,120,3,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Stubline, Beograd-Obrenovac, 704814",44.3531,20.905,780,70,3,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Trstenica, Beograd-Obrenovac, 704822",44.331,20.62102,20,100,2,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Urovci, Beograd-Obrenovac, 704849",44.4011,20.1031,5,50,1,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Urovci, Beograd-Obrenovac, 704849",44.40589,20.91719,70,10,3,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Veliko Polje, Beograd-Obrenovac, 704601",44.40363,20.10476,20,100,3,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Vukićevica, Beograd-Obrenovac, 704610",44.3259,19.5953,5,50,1,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Zabrežje, Beograd-Obrenovac, 704652",44.4054,20.12438,300,6000,3,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Zvečka, Beograd-Obrenovac, 704679",44.65086,20.16988,500,1500,3,Da
Divlje deponije,2018,GRADSKA OPŠTINA OBRENOVAC,102700379,07038330,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Vuka Karadzica 74,0658918501,,mirolsav.cuckovic@obrenovac.org.rs,8411,Beograd-Obrenovac,"Zvečka, Beograd-Obrenovac, 704679",44.6338,20.1584,130,80,3,Da
Divlje deponije,2018,OPŠTINA SOKOBANJA,100880059,07355815,Sokobanja,"Sokobanja, Sokobanja, 740977",740977,18230,SVETOG SAVE 23,018/830173,,info@opstinasokobanja.com,8411,Sokobanja,"Beli Potok, Sokobanja, 740756",43.67,21.87,8.45,300,0,Da
Divlje deponije,2018,OPŠTINA SOKOBANJA,100880059,07355815,Sokobanja,"Sokobanja, Sokobanja, 740977",740977,18230,SVETOG SAVE 23,018/830173,,info@opstinasokobanja.com,8411,Sokobanja,"Bogdinac, Sokobanja, 740772",43.66,21.98,3.5,50,0,Da
Divlje deponije,2018,OPŠTINA SOKOBANJA,100880059,07355815,Sokobanja,"Sokobanja, Sokobanja, 740977",740977,18230,SVETOG SAVE 23,018/830173,,info@opstinasokobanja.com,8411,Sokobanja,"Dugo Polje, Sokobanja, 740829",43.63,21.93,8,500,0,Da
Divlje deponije,2018,OPŠTINA SOKOBANJA,100880059,07355815,Sokobanja,"Sokobanja, Sokobanja, 740977",740977,18230,SVETOG SAVE 23,018/830173,,info@opstinasokobanja.com,8411,Sokobanja,"Dugo Polje, Sokobanja, 740829",43.63,21.95,1.7,50,0,Da
Divlje deponije,2018,OPŠTINA SOKOBANJA,100880059,07355815,Sokobanja,"Sokobanja, Sokobanja, 740977",740977,18230,SVETOG SAVE 23,018/830173,,info@opstinasokobanja.com,8411,Sokobanja,"Jezero, Sokobanja, 740845",43.57,21.91,0.85,15,0,Da
Divlje deponije,2018,OPŠTINA SOKOBANJA,100880059,07355815,Sokobanja,"Sokobanja, Sokobanja, 740977",740977,18230,SVETOG SAVE 23,018/830173,,info@opstinasokobanja.com,8411,Sokobanja,"Jezero, Sokobanja, 740845",43.57,21.89,1.35,25,0,Da
Divlje deponije,2018,OPŠTINA SOKOBANJA,100880059,07355815,Sokobanja,"Sokobanja, Sokobanja, 740977",740977,18230,SVETOG SAVE 23,018/830173,,info@opstinasokobanja.com,8411,Sokobanja,"Jošanica, Sokobanja, 740853",43.73,21.76,50,2000,0,Da
Divlje deponije,2018,OPŠTINA SOKOBANJA,100880059,07355815,Sokobanja,"Sokobanja, Sokobanja, 740977",740977,18230,SVETOG SAVE 23,018/830173,,info@opstinasokobanja.com,8411,Sokobanja,"Milušinac, Sokobanja, 740870",43.67,22.02,1.3,50,0,Da
Divlje deponije,2018,OPŠTINA SOKOBANJA,100880059,07355815,Sokobanja,"Sokobanja, Sokobanja, 740977",740977,18230,SVETOG SAVE 23,018/830173,,info@opstinasokobanja.com,8411,Sokobanja,"Milušinac, Sokobanja, 740870",43.67,22.01,2.5,100,0,Da
